City,Customer type,Gender,Product line,Unit price,Total,payment,,filter,filter by city,filter by customer,filter by gender,filter by product line,filter by payment,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Fashion accessories,31.9,33.495,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Home and lifestyle,69.4,145.74,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Sports and travel,93.31,195.951,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Sports and travel,88.45,92.8725,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Electronic accessories,24.18,203.112,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Sports and travel,48.5,152.775,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Food and beverages,84.05,529.515,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Health and beauty,61.29,321.7725,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Home and lifestyle,15.95,100.485,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Sports and travel,90.74,666.939,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Home and lifestyle,42.91,225.2775,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Fashion accessories,54.28,398.958,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Electronic accessories,99.55,731.6925,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Sports and travel,58.39,429.1665,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Fashion accessories,51.47,54.0435,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Health and beauty,54.86,288.015,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Home and lifestyle,39.39,206.7975,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Home and lifestyle,34.73,72.933,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Sports and travel,71.92,377.58,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Electronic accessories,45.71,143.9865,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Home and lifestyle,83.17,523.971,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Home and lifestyle,37.44,235.872,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Health and beauty,62.87,132.027,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Food and beverages,81.71,514.773,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Sports and travel,91.41,479.9025,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Fashion accessories,39.21,164.682,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Fashion accessories,59.86,125.706,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Food and beverages,54.36,570.78,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Sports and travel,98.09,926.9505,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Health and beauty,25.43,160.209,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Fashion accessories,86.68,728.112,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Electronic accessories,22.95,240.975,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Food and beverages,16.31,154.1295,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Home and lifestyle,28.32,148.68,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Home and lifestyle,16.67,122.5245,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Fashion accessories,73.96,77.658,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Home and lifestyle,97.94,102.837,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Fashion accessories,73.05,306.81,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Food and beverages,87.48,551.124,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Home and lifestyle,30.68,96.642,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Health and beauty,75.88,79.674,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Sports and travel,20.18,84.756,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Electronic accessories,18.77,118.251,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Food and beverages,71.2,74.76,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Home and lifestyle,38.81,163.002,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Fashion accessories,29.42,308.91,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Sports and travel,60.95,575.9775,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Sports and travel,51.54,270.585,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Electronic accessories,66.06,416.178,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Fashion accessories,57.27,180.4005,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Fashion accessories,54.31,513.2295,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Health and beauty,58.24,550.368,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Electronic accessories,22.21,139.923,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Electronic accessories,19.32,142.002,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Home and lifestyle,37.48,118.062,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Fashion accessories,72.04,151.284,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Food and beverages,98.52,1034.46,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Food and beverages,41.66,262.458,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Home and lifestyle,72.42,228.123,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Electronic accessories,21.58,203.931,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Food and beverages,89.2,936.6,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Electronic accessories,42.42,356.328,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Electronic accessories,74.51,469.413,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Fashion accessories,99.25,208.425,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Food and beverages,81.21,852.705,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Sports and travel,49.33,517.965,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Fashion accessories,65.74,621.243,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Fashion accessories,79.86,586.971,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Sports and travel,73.98,543.753,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Home and lifestyle,82.04,430.71,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Sports and travel,26.67,280.035,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Food and beverages,10.13,74.4555,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Food and beverages,72.39,152.019,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Sports and travel,85.91,451.0275,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Fashion accessories,81.31,597.6285,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Food and beverages,60.3,253.26,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Food and beverages,31.77,133.434,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Health and beauty,64.27,269.934,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Health and beauty,69.51,145.971,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Food and beverages,27.22,85.743,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Health and beauty,77.68,326.256,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Fashion accessories,92.98,195.258,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Fashion accessories,18.08,75.936,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Sports and travel,63.06,198.639,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Health and beauty,51.71,217.182,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Food and beverages,52.34,164.871,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Sports and travel,43.06,226.065,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Fashion accessories,59.61,625.905,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Health and beauty,14.62,76.755,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Health and beauty,46.53,293.139,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Home and lifestyle,24.24,178.164,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Sports and travel,45.58,47.859,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Sports and travel,75.2,236.88,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Sports and travel,96.8,304.92,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Health and beauty,14.82,46.683,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Food and beverages,52.2,164.43,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Sports and travel,46.66,440.937,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Fashion accessories,36.85,193.4625,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Home and lifestyle,70.32,147.672,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Electronic accessories,83.08,87.234,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Fashion accessories,64.99,68.2395,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Food and beverages,77.56,814.38,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Sports and travel,54.51,343.413,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Fashion accessories,51.89,381.3915,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Home and lifestyle,31.75,133.35,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Fashion accessories,53.65,394.3275,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Food and beverages,49.79,209.118,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Fashion accessories,30.61,32.1405,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Food and beverages,57.89,121.569,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Electronic accessories,28.96,30.408,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Food and beverages,98.97,935.2665,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Fashion accessories,93.22,293.643,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Sports and travel,80.93,84.9765,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Food and beverages,67.45,708.225,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Sports and travel,38.72,365.904,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Sports and travel,72.6,457.38,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Electronic accessories,87.91,461.5275,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Food and beverages,98.53,620.739,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Fashion accessories,43.46,273.798,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Food and beverages,71.68,225.792,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Food and beverages,91.61,96.1905,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Home and lifestyle,94.59,695.2365,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Fashion accessories,83.25,874.125,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Fashion accessories,91.35,95.9175,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Food and beverages,78.88,165.648,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Sports and travel,60.87,127.827,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Health and beauty,82.58,867.09,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Home and lifestyle,53.3,167.895,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Fashion accessories,12.09,12.6945,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Sports and travel,64.19,673.995,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Electronic accessories,78.31,246.6765,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Food and beverages,83.77,175.917,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Home and lifestyle,99.7,314.055,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Food and beverages,79.91,251.7165,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Health and beauty,66.47,697.935,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Male,Health and beauty,28.95,212.7825,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Electronic accessories,46.2,48.51,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Food and beverages,17.63,92.5575,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Fashion accessories,52.42,165.123,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Food and beverages,98.79,311.1885,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Electronic accessories,88.55,743.82,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Electronic accessories,55.67,116.907,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Food and beverages,72.52,609.168,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Electronic accessories,12.05,63.2625,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Home and lifestyle,19.36,182.952,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Health and beauty,70.21,442.323,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Fashion accessories,33.63,35.3115,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Sports and travel,15.49,32.529,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Electronic accessories,24.74,259.77,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Male,Electronic accessories,75.66,397.215,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Health and beauty,55.81,351.603,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Home and lifestyle,72.78,764.19,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Sports and travel,37.32,352.674,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Fashion accessories,60.18,252.756,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Electronic accessories,15.69,49.4235,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Electronic accessories,99.69,104.6745,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Fashion accessories,88.15,277.6725,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Sports and travel,27.93,146.6325,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Fashion accessories,55.45,58.2225,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Sports and travel,42.97,135.3555,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Male,Sports and travel,17.14,125.979,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Fashion accessories,58.75,370.125,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Food and beverages,87.1,914.55,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Sports and travel,98.8,207.48,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Fashion accessories,48.63,204.246,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Food and beverages,57.74,181.881,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Health and beauty,17.97,75.474,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Member,Female,Health and beauty,47.71,300.573,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Sports and travel,40.62,85.302,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Fashion accessories,56.04,588.42,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Food and beverages,93.4,196.14,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Health and beauty,73.41,231.2415,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Health and beauty,33.64,282.576,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Normal,Female,Electronic accessories,45.48,477.54,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Male,Fashion accessories,83.77,175.917,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Sports and travel,64.08,470.988,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Female,Food and beverages,73.47,308.574,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Male,Health and beauty,58.95,618.975,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Food and beverages,48.5,305.55,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Member,Female,Electronic accessories,39.48,41.454,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay,Normal,Female,Sports and travel,34.81,36.5505,Credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naypyitaw,Normal,Female,Fashion accessories,49.32,310.716,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangon,Member,Male,Fashion accessories,21.48,45.108,Ewallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
